소재지전체주소,도로명전체주소,사업장명,위도,경도,업태구분명,kakao_star,kakao_star_nums,kakao_blog_review
잠실동,"서울특별시 금천구 시흥대로 368, 용구빌딩 지상9층 (독산동)",해프닝,37.4662653,126.8981512,치킨,0,0,0
마포구,"서울특별시 동작구 보라매로5가길 16, 101동 1층 3호 (신대방동, 아카데미타워)",디스,37.4913263,126.924075,치킨,2.2,5,6
서초구,"서울특별시 금천구 탑골로 17, 지상1층 (시흥동)",Y-style,37.4518705,126.9109277,치킨,4.5,14,5
구로구,"서울특별시 동작구 상도로41길 7, 1층 (상도1동)",궁골,37.5017232,126.9495318,치킨,0,0,0
서초구,"서울특별시 금천구 벚꽃로42길 5, 지상1층 (가산동)",봉구비어,37.4824682,126.8830615,치킨,0,0,1
방이동,서울특별시 노원구 덕릉로109길 11 (상계동),이백,37.6659796,127.0769529,치킨,3,3,185
독산동,서울특별시 도봉구 시루봉로 303 (도봉동),영아네불닭발,37.6713898,127.042858,치킨,1,1,5
강서구,"서울특별시 동작구 만양로 64 (노량진동,(1층))",올레포차,37.5095844,126.9458125,치킨,0,0,1
송파구,서울특별시 동작구 남부순환로269길 12 (사당동),캘리포니아 보이,37.4774021,126.9784445,치킨,5,10,11
종로구,"서울특별시 금천구 시흥대로52길 52, 지상1층 101호 (시흥동)",배부장찌개,37.4536716,126.9020437,치킨,0,0,12
잠실동,"서울특별시 금천구 디지털로 188, 지상9층 (가산동)",이판사판,37.4773538,126.8876842,치킨,0,0,3
마포구,서울특별시 동작구 보라매로 77 (신대방동),여장군 망원점,37.4963037,126.9274255,치킨,5,7,10
구로구,"서울특별시 동작구 사당로13길 31, 두산위브  지하1층 제지1-1, 1-2호 (사당동)",그린태양,37.4855332,126.9712513,치킨,0,0,0
흑석동,"서울특별시 동대문구 무학로 142-2, 지상1층 (용두동)",아재포차,37.576984,127.0308198,치킨,0,0,0
당산동5가,"서울특별시 노원구 덕릉로 821 (상계동, 1층)",롱타임노씨,37.6699309,127.0805302,치킨,4.1,18,129
노고산동,서울특별시 동작구 상도로 219 (상도동),신촌점 멕시카나,37.5054462,126.9431719,치킨,3.3,8,6
목동,"서울특별시 금천구 벚꽃로 298, B135호 (가산동, 대륭포스트타워6차)",펀 비어킹,37.4814002,126.8837813,치킨,5,1,5
종로구,서울특별시 노원구 동일로241가길 35 (상계동),러쉬,37.6764082,127.052979,치킨,3.3,18,0
