소재지전체주소,도로명전체주소,사업장명,위도,경도,업태구분명,kakao_star,kakao_star_nums,kakao_blog_review
방이동,"서울특별시 강남구 봉은사로 410, 라마다서울호텔 지하1층 (삼성동)",응급실 국물 떡볶이 서울 방이점,37.5103523,127.0452665,분식,5,1,2
길동,"서울특별시 강남구 언주로153길 16 (신사동,지상1층)",베테랑김밥,37.5227463,127.0318943,분식,4,3,1
명일동,"서울특별시 강남구 선릉로155길 26, 지상2층 (신사동)",보꼬볶고볶음밥,37.5257684,127.0375848,분식,0,0,1
신사동,"서울특별시 강남구 언주로170길 22 (신사동,지상1층)",딸부자네불백,37.526853,127.0356047,분식,3.8,21,36
신정동,서울특별시 강남구 도곡로 405 (대치동),육쌈냉면,37.4973826,127.0547242,분식,2.9,11,9
석촌동,"서울특별시 강남구 봉은사로1길 34 (논현동,지상2층)",본죽송파석촌점,37.5069584,127.0243953,분식,2.9,12,4
대림동,"서울특별시 강남구 봉은사로18길 4, 지하1층 (역삼동)",맛있는나라,37.5058149,127.0303995,분식,0,0,0
목동,"서울특별시 강남구 삼성로 155, 1층 103호 (대치동, 대치퍼스트)",미도식당,37.4938697,127.0629614,분식,4.2,5,11
봉천동,"서울특별시 강남구 영동대로85길 9, 지상2층 (대치동)",일미분식,37.507095,127.0629069,분식,0,0,0
미아동,"서울특별시 강남구 선릉로86길 15, 현대선릉 GOLD TOWER 지하2층 B201호,B202호 (대치동)",봉봉씨의 유쾌한 김밥집,37.5035315,127.0508605,분식,5,6,2
장사동,"서울특별시 강남구 논현로94길 29-5, 지상1층,지상2층 (역삼동)",고향집,37.5033562,127.0384558,분식,4,1,5
반포동,"서울특별시 강남구 봉은사로4길 40, 지하1층 1호 (역삼동, 그린타운)",용우동,37.5023494,127.0269474,분식,4,1,1
이태원동,"서울특별시 강남구 논현로71길 21, 지상1층 (역삼동)",미쓰리,37.4945471,127.0378737,분식,0,0,1
길음동,"서울특별시 강남구 도산대로50길 47 (논현동,지하1층)",소담분식,37.519227,127.0379415,분식,0,0,0
방배동,"서울특별시 강남구 언주로30길 56, 지상2층 202, 203호 (도곡동, 타워팰리스 상가동)",벌떡떡볶이 이수점,37.4885555,127.0546662,분식,5,3,10
방이동,"서울특별시 강남구 테헤란로 517, 지상10층 (삼성동, 현대백화점)",비비큐치킨,37.5086329,127.0598879,분식,0,0,2
마천동,"서울특별시 강남구 논현로12길 21 (개포동,지상1층)",웰빙김밥사랑,37.4751235,127.0493121,분식,0,0,0
신길동,"서울특별시 강남구 삼성로96길 11, 지상1층 101호 (삼성동)",청춘감성쌀핫도그신길대영점,37.5089594,127.0568255,분식,5,1,0
창천동,"서울특별시 강남구 도산대로49길 22 (신사동,7층)",스토리,37.5243722,127.0373882,분식,3.6,27,121
암사동,"서울특별시 강남구 봉은사로 232 (역삼동,1층)",The라김,37.5081913,127.037744,분식,5,4,7
신림동,"서울특별시 강남구 역삼로9길 28, 도원빌딩 지하1층 9호 (역삼동)",삼촌네2호,37.495912,127.0338669,분식,3.4,25,175
반포동,"서울특별시 강남구 도곡로7길 11, MARK TOWER 지하1층 103호 (역삼동)",명동분식,37.49135,127.0345024,분식,0,0,0
삼성동,"서울특별시 강남구 언주로 605, 지상1층 8호 (논현동)",브라운 돈까스,37.5093886,127.0372816,분식,2.8,8,19
미아동,"서울특별시 강남구 선릉로161길 15-3 (신사동,지상1층)",만나,37.5270347,127.0391634,분식,0,0,8
잠실동,"서울특별시 강남구 도산대로53길 16, 지하1층 (신사동)",명불허전원조골뱅이,37.5241843,127.0386136,분식,3.3,3,26
사당동,"서울특별시 강남구 테헤란로25길 31, 지상1층 (역삼동)",양지분식,37.5025908,127.0349823,분식,0,0,0
풍납동,"서울특별시 강남구 봉은사로4길 36, 1층 102호 (역삼동)",족발속으로,37.502481,127.0268652,분식,3.5,21,9
이촌동,"서울특별시 강남구 도산대로 521 (청담동,지상2층)",솔낭구,37.5248741,127.0504024,분식,3.3,8,8
갈현동,"서울특별시 강남구 논현로102길 52, 지상1층 (역삼동)",한우리,37.5062904,127.0393593,분식,0,0,0
